texto,categoria,urgencia
"Me veo en la necesidad de expresar formalmente mi descontento con el sistema de citas, cuya gestión ha sido inapropiada e ineficiente.",Queja,Baja
Pido información actualizada sobre trámites académicos.,Petición,Baja
"Me dirijo respetuosamente a su despacho con el fin de solicitar tiempos de entrega, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Media
Soy estudiante de último semestre y necesito tramitar tiempos de entrega antes del 3 de diciembre para poder graduarme. ¿Cuál es el proceso?,Petición,Media
Incumplimiento grave en el sistema de citas. Exijo respuesta.,Reclamo,Alta
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con el servicio técnico, requerida con carácter urgente.",Petición,Baja
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con el área de nómina, requerida con carácter urgente.",Petición,Baja
"Estoy muy molesto con los turnos de atención, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Alta
"Fui a realizar devoluciones y el funcionario me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
Llevo 4 semanas intentando entender el procedimiento para los turnos de atención. He revisado la página pero la información está desactualizada.,Petición,Baja
"No puedo creer lo mal que funciona el portal estudiantil, es una vergüenza para la institución.",Queja,Media
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de facturación para hacerlos más eficientes.",Sugerencia,Baja
¿Cuándo me van a responder?,Petición,Media
Hace 3 meses tuve un problema con la renovación de documentos que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Alta
Propongo más capacitación del personal en el sistema de pagos.,Sugerencia,Baja
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con el portal estudiantil, requerida con carácter urgente.",Petición,Media
Mi empleador me pide un documento de el portal estudiantil para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
Propongo digitalizar la plataforma web.,Sugerencia,Baja
Pido información actualizada sobre la línea de atención telefónica.,Petición,Baja
Necesito orientación sobre la carnetización.,Petición,Baja
Sugiero mejorar trámites académicos para mayor eficiencia.,Sugerencia,Media
Llevo 5 meses reclamando por el proceso de inscripción y nadie me da solución. Voy a poner una denuncia.,Reclamo,Alta
No entiendo por qué me cobraron un valor diferente al de la factura anterior. Necesito que alguien me explique ese incremento.,Queja,Media
"Llevo 3 semanas con este problema de la renovación de documentos y nadie hace nada, es desesperante.",Queja,Media
"Deberían mejorar la comunicación sobre la carnetización, nadie sabe bien cómo funciona.",Sugerencia,Baja
Me citaron a las 8am para el sistema de pagos y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Media
Reclamo formal por el portal estudiantil. Adjunto pruebas.,Reclamo,Alta
"Sugiero se contemple la posibilidad de digitalizar el área de nómina, lo cual reduciría costos operativos y mejoraría la satisfacción del usuario.",Sugerencia,Media
Propongo digitalizar certificados.,Sugerencia,Baja
"Me permito sugerir respetuosamente la implementación de mejoras en el sistema de citas, con el fin de optimizar la experiencia del usuario y reducir los tiempos de atención.",Sugerencia,Baja
El mes pasado me hicieron un cobro que no corresponde. Quisiera que lo revisaran y si es un error lo corrijan.,Reclamo,Media
Requiero certificado de la línea de atención telefónica.,Petición,Baja
He observado que la plataforma web tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
Me citaron a las 8am para pagos en línea y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Alta
"Reclamo formalmente la prestación adecuada de los trámites de matrícula según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
Muy mala atención en el servicio técnico.,Queja,Alta
"Exijo que me devuelvan mi plata por certificados, ya pagué y no recibí nada de lo prometido.",Reclamo,Alta
He observado que el portal estudiantil tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
Sugiero mejorar la línea de atención telefónica para mayor eficiencia.,Sugerencia,Baja
El personal encargado de pagos en línea es muy poco amable y no sabe lo que hace.,Queja,Media
¿Alguien me puede decir por qué mi solicitud lleva tanto tiempo sin respuesta? Solo quiero saber el estado.,Petición,Baja
"Buenas, quisiera saber si es posible conseguir un certificado de la renovación de documentos esta semana.",Petición,Baja
Me citaron a las 8am para facturación y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Media
Nadie contesta el teléfono.,Queja,Alta
"Mediante el presente escrito elevo reclamo por la renovación de documentos, solicitando solución inmediata so pena de acudir a los organismos de control.",Reclamo,Alta
Sugiero mejorar el sistema de citas para mayor eficiencia.,Sugerencia,Baja
Nadie contesta el teléfono.,Queja,Media
Creo que hubo un error en mi facturación. ¿Podrían verificar y ajustar si es el caso?,Reclamo,Media
Me citaron a las 8am para atención al cliente y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Media
"Llevo 1 meses con este problema de pagos en línea y nadie hace nada, es desesperante.",Queja,Alta
"Como usuario frecuente, noto que devoluciones genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
¿Cómo accedo a tiempos de entrega?,Petición,Baja
"Esto es un robo, me cobraron de más en devoluciones y llevan 7 semanas sin devolverme el dinero.",Reclamo,Alta
Esto está muy mal organizado.,Queja,Media
Exijo reembolso por el área de nómina.,Reclamo,Alta
"Llevo 3 semanas con este problema de facturación y nadie hace nada, es desesperante.",Queja,Media
"Me dirijo respetuosamente a su despacho con el fin de solicitar certificados, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
Los adultos mayores tienen muchas dificultades con la carnetización. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
"Sugiero se contemple la posibilidad de digitalizar los turnos de atención, lo cual reduciría costos operativos y mejoraría la satisfacción del usuario.",Sugerencia,Media
"Exijo que me devuelvan mi plata por tiempos de entrega, ya pagué y no recibí nada de lo prometido.",Reclamo,Alta
Sería útil simplificar pagos en línea.,Sugerencia,Baja
El 7 de este mes realicé un pago de más de 500.000 pesos por certificados. El cargo apareció en mi extracto pero no se ha aplicado. He enviado el comprobante 7 veces sin respuesta.,Reclamo,Alta
"Reclamo formalmente la prestación adecuada de el área de nómina según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
He observado que la carnetización tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
"Sugiero se contemple la posibilidad de digitalizar la plataforma web, lo cual reduciría costos operativos y mejoraría la satisfacción del usuario.",Sugerencia,Media
"Fui a realizar facturación y el agente me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
"Buenas, quisiera saber si es posible conseguir un certificado de el portal estudiantil esta semana.",Petición,Baja
Me podrían decir qué documentos necesito para trámites académicos? Gracias de antemano.,Petición,Baja
"Elevo propuesta de mejora para la carnetización, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
Me prometieron que el portal estudiantil estaría resuelto en 7 días hábiles. Ya van 7 meses y el problema persiste. Voy a escalar a los organismos de control si no hay respuesta esta semana.,Reclamo,Alta
Llevo esperando semanas por el sistema de citas.,Queja,Alta
Llevo 7 semanas intentando entender el procedimiento para devoluciones. He revisado la página pero la información está desactualizada.,Petición,Media
"Sería buenísimo que mejoraran tiempos de entrega, todos los usuarios se quejan de lo mismo.",Sugerencia,Baja
Propongo más capacitación del personal en la carnetización.,Sugerencia,Media
"Por favor envíenme la información sobre mi trámite cuanto antes, ya debería haber llegado hace días.",Petición,Baja
"Llevo meses esperando respueta y nadie me contacta, esto es injusto.",Reclamo,Alta
"El personal de certificados me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, el agente fue muy grosero.",Queja,Alta
He observado que el servicio técnico tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
Reclamo formal por los turnos de atención. Adjunto pruebas.,Reclamo,Alta
El personal encargado de la carnetización es muy poco amable y no sabe lo que hace.,Queja,Baja
Incumplimiento grave en certificados. Exijo respuesta.,Reclamo,Alta
"Por medio de la presente, solicito comedidamente que se me suministre información detallada sobre pagos en línea, conforme a los procedimientos establecidos.",Petición,Baja
Propongo más capacitación del personal en el sistema de citas.,Sugerencia,Baja
"Buenas, quisiera saber si es posible conseguir un certificado de certificados esta semana.",Petición,Baja
"Llevo 5 meses con este problema de la línea de atención telefónica y nadie hace nada, es desesperante.",Queja,Alta
"Me veo en la necesidad de expresar formalmente mi descontento con el proceso de inscripción, cuya gestión ha sido inapropiada e ineficiente.",Queja,Baja
¿Hay alguna forma más rápida de hacer esto?,Petición,Baja
Pido información actualizada sobre la app móvil.,Petición,Baja
"Me veo en la necesidad de expresar formalmente mi descontento con certificados, cuya gestión ha sido inapropiada e ineficiente.",Queja,Media
El personal fue amable pero el proceso tardó cuatro horas para algo que debería durar veinte minutos. Creo que hay algo que mejorar.,Sugerencia,Baja
Llevo 5 meses reclamando por la carnetización y nadie me da solución. Voy a poner una denuncia.,Reclamo,Alta
Llevo 7 semanas intentando entender el procedimiento para atención al cliente. He revisado la página pero la información está desactualizada.,Petición,Media
Necesito con urgencia el certificado de pagos del último año. Ya lo pedí hace dos semanas y no ha llegado.,Petición,Media
Sin respuesta desde hace días sobre la carnetización.,Queja,Alta
Presento reclamo formal por cobro indebido en facturación. Solicito el reintegro del valor cobrado en exceso en un plazo no mayor a cinco días hábiles.,Reclamo,Alta
"Me veo en la necesidad de expresar formalmente mi descontento con facturación, cuya gestión ha sido inapropiada e ineficiente.",Queja,Alta
"Exijo que me devuelvan mi plata por la renovación de documentos, ya pagué y no recibí nada de lo prometido.",Reclamo,Alta
Deberían mejorar esto.,Sugerencia,Baja
"Estoy muy molesto con certificados, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Media
"Sería buenísimo que mejoraran pagos en línea, todos los usuarios se quejan de lo mismo.",Sugerencia,Baja
He observado que el servicio técnico tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
Los adultos mayores tienen muchas dificultades con los turnos de atención. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
Muy mala atención en la plataforma web.,Queja,Media
"Fui a realizar los turnos de atención y la funcionaria me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Baja
"Sería muy útil que mandaran un correo cuando la renovación de documentos esté listo, así no toca venir a preguntar.",Sugerencia,Baja
Pagué por un servicio que no recibí correctamente. No quiero causar problemas pero sí necesito una solución.,Reclamo,Alta
Me podrían decir qué documentos necesito para el sistema de pagos? Gracias de antemano.,Petición,Baja
Me podrían decir qué documentos necesito para devoluciones? Gracias de antemano.,Petición,Media
He observado que trámites académicos tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
Llevo 5 meses esperando solución a la carnetización.,Reclamo,Media
Nadie responde en trámites académicos.,Queja,Alta
Respetuosamente elevo solicitud formal para que se gestione devoluciones en el menor tiempo posible.,Petición,Baja
"Exijo el cumplimiento de lo acordado en atención al cliente. Han transcurrido 7 meses sin respuesta, lo cual constituye un incumplimiento contractual.",Reclamo,Alta
"Me veo en la necesidad de expresar formalmente mi descontento con el área de nómina, cuya gestión ha sido inapropiada e ineficiente.",Queja,Baja
¿Por qué no implementan una opción en línea para los turnos de atención? Ahorraría mucho tiempo a todos.,Sugerencia,Baja
La aplicación de los trámites de matrícula lleva 7 días sin funcionar. He intentado contactar soporte 7 veces y nadie responde ni por correo ni por teléfono.,Queja,Media
Me prometieron que el portal estudiantil estaría resuelto en 4 días hábiles. Ya van 4 meses y el problema persiste. Voy a escalar a los organismos de control si no hay respuesta esta semana.,Reclamo,Alta
Trabajo en el sector y puedo decir que otras entidades han mejorado el sistema de pagos implementando notificaciones automáticas. Sería fácil de adoptar aquí.,Sugerencia,Baja
"El personal de la app móvil me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, el funcionario fue muy grosero.",Queja,Media
"Me parece que el personal necesita más capacitación, no es la primera vez que me dan información incorrecta.",Queja,Media
"Fui a renovar mi carnet, me dijeron que volviera en una semana, volví y me dijeron que no había sistema. Tercera vez que voy y sigo sin renovarlo.",Queja,Alta
Llevamos meses esperando.,Reclamo,Alta
"Como usuario frecuente, noto que facturación genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
Nadie responde en el sistema de citas.,Queja,Media
¿Alguien me puede decir por qué mi solicitud lleva tanto tiempo sin respuesta? Solo quiero saber el estado.,Petición,Media
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con pagos en línea, requerida con carácter urgente.",Petición,Media
"Fui a realizar la renovación de documentos y la asesora me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
El personal encargado de atención al cliente es muy poco amable y no sabe lo que hace.,Queja,Baja
¿Cómo accedo a el proceso de inscripción?,Petición,Baja
Reclamo formal por los turnos de atención. Adjunto pruebas.,Reclamo,Alta
Los adultos mayores tienen muchas dificultades con atención al cliente. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Media
Llevo 5 meses esperando solución a el sistema de citas.,Reclamo,Alta
Reclamo formal por el área de nómina. Adjunto pruebas.,Reclamo,Media
Exijo reembolso por trámites académicos.,Reclamo,Media
"Me dirijo respetuosamente a su despacho con el fin de solicitar trámites académicos, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Media
Ya se pasó el plazo que me dieron para resolver la renovación de documentos y siguen sin cumplir.,Reclamo,Alta
Respetuosamente elevo solicitud formal para que se gestione la renovación de documentos en el menor tiempo posible.,Petición,Baja
"Necesito que alguien me explique cómo funciona el sistema de citas, nadie me ha dado una respuesta clara.",Petición,Media
¿Hay alguna forma más rápida de hacer esto?,Petición,Media
Pésimo servicio en el sistema de citas.,Queja,Media
No entiendo por qué me cobraron un valor diferente al de la factura anterior. Necesito que alguien me explique ese incremento.,Queja,Alta
"El servicio fue muy malo, el funcionario ni siquiera me esccuchó.",Queja,Media
Sin respuesta desde hace días sobre la app móvil.,Queja,Media
Firmé un contrato que garantizaba ciertos estándares en pagos en línea. Desde el primer día el servicio ha sido deficiente y nadie asume responsabilidad.,Reclamo,Alta
Recomiendo revisar los tiempos en el sistema de citas.,Sugerencia,Baja
¿Cómo accedo a la línea de atención telefónica?,Petición,Baja
Me prometieron que facturación estaría resuelto en 6 días hábiles. Ya van 6 meses y el problema persiste. Voy a escalar a los organismos de control si no hay respuesta esta semana.,Reclamo,Media
Llevo semanas sin poder acceder al portal y nadie me da respuesta. ¿Es esto normal?,Queja,Media
Pésimo servicio en el área de nómina.,Queja,Alta
¿Cómo accedo a trámites académicos?,Petición,Baja
"Por medio de la presente, solicito comedidamente que se me suministre información detallada sobre la línea de atención telefónica, conforme a los procedimientos establecidos.",Petición,Media
Reclamo formal por trámites académicos. Adjunto pruebas.,Reclamo,Alta
"Como usuario frecuente, noto que facturación genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
"Estoy muy molesto con los trámites de matrícula, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Alta
"Hago constar mi malestar ante la falta de respuesta oportuna en facturación, situación que se ha prolongado de manera injustificada.",Queja,Media
Me citaron a las 8am para certificados y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Media
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de tiempos de entrega para hacerlos más eficientes.",Sugerencia,Baja
Sin respuesta desde hace días sobre trámites académicos.,Queja,Alta
El 1 de este mes realicé un pago de más de 500.000 pesos por la app móvil. El cargo apareció en mi extracto pero no se ha aplicado. He enviado el comprobante 1 veces sin respuesta.,Reclamo,Alta
He observado que la línea de atención telefónica tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
Los adultos mayores tienen muchas dificultades con los trámites de matrícula. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
El personal encargado de el servicio técnico es muy poco amable y no sabe lo que hace.,Queja,Alta
Incumplimiento grave en la renovación de documentos. Exijo respuesta.,Reclamo,Media
"Necesito que alguien me explique cómo funciona el sistema de pagos, nadie me ha dado una respuesta clara.",Petición,Baja
"Elevo queja formal por el trato inadecuado recibido en el sistema de pagos, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
"Me permito sugerir respetuosamente la implementación de mejoras en el servicio técnico, con el fin de optimizar la experiencia del usuario y reducir los tiempos de atención.",Sugerencia,Media
"Me dirijo respetuosamente a su despacho con el fin de solicitar tiempos de entrega, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
"Hago constar mi malestar ante la falta de respuesta oportuna en atención al cliente, situación que se ha prolongado de manera injustificada.",Queja,Media
Firmé un contrato que garantizaba ciertos estándares en la carnetización. Desde el primer día el servicio ha sido deficiente y nadie asume responsabilidad.,Reclamo,Alta
El proceso es demasiado complicado y genera mucha confusión. Sería mejor simplificarlo para los usuarios.,Sugerencia,Media
"Sería muy útil que mandaran un correo cuando la línea de atención telefónica esté listo, así no toca venir a preguntar.",Sugerencia,Baja
Los adultos mayores tienen muchas dificultades con trámites académicos. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
No han cumplido con certificados en el plazo acordado.,Reclamo,Alta
Deberían mejorar esto.,Sugerencia,Media
"Elevo propuesta de mejora para la renovación de documentos, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
Pagué por un servicio que no recibí correctamente. No quiero causar problemas pero sí necesito una solución.,Reclamo,Alta
Realicé el pago en línea pero el sistema no me generó el recibo. Necesito ese comprobante para continuar con mi trámite.,Petición,Baja
"Francamente trámites académicos está muy mal organizado, uno pierde el día entero aquí sin resultado.",Queja,Baja
Los adultos mayores tienen muchas dificultades con pagos en línea. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
"Estoy muy molesto con trámites académicos, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Media
Propongo más capacitación del personal en los trámites de matrícula.,Sugerencia,Baja
Por fabor necesito información de mis tramites lo antes posible.,Petición,Media
La aplicación de atención al cliente lleva 2 días sin funcionar. He intentado contactar soporte 2 veces y nadie responde ni por correo ni por teléfono.,Queja,Alta
"Por medio de la presente, solicito comedidamente que se me suministre información detallada sobre facturación, conforme a los procedimientos establecidos.",Petición,Baja
Recomiendo revisar los tiempos en certificados.,Sugerencia,Baja
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de tiempos de entrega para hacerlos más eficientes.",Sugerencia,Media
Nadie responde en trámites académicos.,Queja,Alta
"Sería muy útil que mandaran un correo cuando pagos en línea esté listo, así no toca venir a preguntar.",Sugerencia,Media
Hace 2 meses tuve un problema con el servicio técnico que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Alta
La aplicación de el sistema de citas lleva 5 días sin funcionar. He intentado contactar soporte 5 veces y nadie responde ni por correo ni por teléfono.,Queja,Alta
El servicio ha sido muy malo estos últimos meses y además me están cobrando de más. Esto no es lo que contraté.,Reclamo,Alta
Requiero certificado de certificados.,Petición,Baja
"Fui a realizar la plataforma web y la asesora me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
"Me permito sugerir respetuosamente la implementación de mejoras en tiempos de entrega, con el fin de optimizar la experiencia del usuario y reducir los tiempos de atención.",Sugerencia,Media
Solicito información sobre devoluciones.,Petición,Baja
"Como usuario frecuente, noto que la renovación de documentos genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
"Llevo meses esperando respueta y nadie me contacta, esto es injusto.",Reclamo,Media
"Interpongo reclamo formal por incumplimiento en pagos en línea, del cual adjunto pruebas documentales, y exijo respuesta en los términos legales.",Reclamo,Alta
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de el servicio técnico para hacerlos más eficientes.",Sugerencia,Baja
"Me permito solicitar de manera formal el acceso a el área de nómina, de acuerdo con los derechos que me asisten como ciudadano.",Petición,Baja
Propongo digitalizar el sistema de citas.,Sugerencia,Baja
Solicito información sobre la plataforma web.,Petición,Baja
Propongo más capacitación del personal en certificados.,Sugerencia,Media
"Me dirijo respetuosamente a su despacho con el fin de solicitar la línea de atención telefónica, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
"Sería muy útil que mandaran un correo cuando trámites académicos esté listo, así no toca venir a preguntar.",Sugerencia,Baja
"Estoy muy molesto con el área de nómina, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Media
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con trámites académicos, requerida con carácter urgente.",Petición,Baja
"Estoy muy molesto con la carnetización, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Media
"Me veo en la necesidad de expresar formalmente mi descontento con el sistema de citas, cuya gestión ha sido inapropiada e ineficiente.",Queja,Media
Llevo 2 meses esperando solución a la renovación de documentos.,Reclamo,Media
Firmé un contrato que garantizaba ciertos estándares en certificados. Desde el primer día el servicio ha sido deficiente y nadie asume responsabilidad.,Reclamo,Alta
"Por medio de la presente manifiesto mi inconformidad con el deficiente servicio prestado en la línea de atención telefónica, situación que ha generado perjuicios a mi proceso.",Queja,Media
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con el proceso de inscripción, requerida con carácter urgente.",Petición,Baja
¿Cómo accedo a la línea de atención telefónica?,Petición,Baja
"Fui a renovar mi carnet, me dijeron que volviera en una semana, volví y me dijeron que no había sistema. Tercera vez que voy y sigo sin renovarlo.",Queja,Baja
"Mediante el presente escrito elevo reclamo por la plataforma web, solicitando solución inmediata so pena de acudir a los organismos de control.",Reclamo,Alta
"Como usuario frecuente, noto que la app móvil genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
"Reclamo formalmente la prestación adecuada de atención al cliente según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Media
Ya se pasó el plazo que me dieron para resolver el sistema de pagos y siguen sin cumplir.,Reclamo,Alta
Nadie contesta el teléfono.,Queja,Media
Sugiero que mejoren la pagina web porque es muy dificil de usar.,Sugerencia,Baja
"Me veo en la necesidad de expresar formalmente mi descontento con la plataforma web, cuya gestión ha sido inapropiada e ineficiente.",Queja,Baja
Muy mala atención en el sistema de pagos.,Queja,Media
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con tiempos de entrega, requerida con carácter urgente.",Petición,Media
Llevo esperando semanas por el sistema de pagos.,Queja,Baja
"Mediante el presente escrito elevo reclamo por atención al cliente, solicitando solución inmediata so pena de acudir a los organismos de control.",Reclamo,Alta
Sugiero que mejoren la pagina web porque es muy dificil de usar.,Sugerencia,Baja
Llevamos meses esperando.,Reclamo,Alta
"Reclamo formalmente la prestación adecuada de el sistema de pagos según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
Propongo más capacitación del personal en la plataforma web.,Sugerencia,Baja
Nunca había tenido que hacer el sistema de pagos y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Media
Presento reclamo formal por cobro indebido en certificados. Solicito el reintegro del valor cobrado en exceso en un plazo no mayor a cinco días hábiles.,Reclamo,Alta
He observado que los turnos de atención tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
El personal encargado de tiempos de entrega es muy poco amable y no sabe lo que hace.,Queja,Alta
"No puedo creer lo mal que funciona pagos en línea, es una vergüenza para la institución.",Queja,Media
Llevo 1 meses esperando solución a la carnetización.,Reclamo,Alta
"Me veo en la necesidad de expresar formalmente mi descontento con la app móvil, cuya gestión ha sido inapropiada e ineficiente.",Queja,Media
Firmé un contrato que garantizaba ciertos estándares en la app móvil. Desde el primer día el servicio ha sido deficiente y nadie asume responsabilidad.,Reclamo,Media
Llevo 6 meses esperando solución a los trámites de matrícula.,Reclamo,Alta
¿Por qué no implementan una opción en línea para la app móvil? Ahorraría mucho tiempo a todos.,Sugerencia,Baja
"Sería buenísimo que mejoraran el área de nómina, todos los usuarios se quejan de lo mismo.",Sugerencia,Baja
"Sugiero se contemple la posibilidad de digitalizar los turnos de atención, lo cual reduciría costos operativos y mejoraría la satisfacción del usuario.",Sugerencia,Baja
Propongo más capacitación del personal en la app móvil.,Sugerencia,Baja
Llevo 4 meses esperando solución a la línea de atención telefónica.,Reclamo,Alta
"Llevo 1 meses con este problema de los turnos de atención y nadie hace nada, es desesperante.",Queja,Baja
Hace 7 meses tuve un problema con la app móvil que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Alta
Nadie contesta el teléfono.,Queja,Media
"Francamente el área de nómina está muy mal organizado, uno pierde el día entero aquí sin resultado.",Queja,Alta
"Me veo en la necesidad de expresar formalmente mi descontento con devoluciones, cuya gestión ha sido inapropiada e ineficiente.",Queja,Baja
Muy mala atención en la plataforma web.,Queja,Alta
No han cumplido con la plataforma web en el plazo acordado.,Reclamo,Alta
Necesito orientación sobre devoluciones.,Petición,Baja
Solicito información sobre pagos en línea.,Petición,Media
"Mediante el presente escrito elevo reclamo por la app móvil, solicitando solución inmediata so pena de acudir a los organismos de control.",Reclamo,Media
No funciona nada aquí.,Queja,Alta
"Hola, ¿me pueden ayudar con información sobre pagos en línea? No sé muy bien a quién dirigirme.",Petición,Baja
Hace 7 meses tuve un problema con tiempos de entrega que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Alta
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con el proceso de inscripción, requerida con carácter urgente.",Petición,Baja
Mi empleador me pide un documento de la renovación de documentos para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
"Me parece que el personal necesita más capacitación, no es la primera vez que me dan información incorrecta.",Queja,Alta
Mi empleador me pide un documento de el portal estudiantil para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
Sin respuesta desde hace días sobre facturación.,Queja,Baja
Me prometieron que la renovación de documentos estaría resuelto en 3 días hábiles. Ya van 3 meses y el problema persiste. Voy a escalar a los organismos de control si no hay respuesta esta semana.,Reclamo,Media
Solicito información sobre la carnetización.,Petición,Media
Propongo digitalizar el sistema de pagos.,Sugerencia,Baja
El servicio ha sido muy malo estos últimos meses y además me están cobrando de más. Esto no es lo que contraté.,Reclamo,Alta
Reclamo formal por la renovación de documentos. Adjunto pruebas.,Reclamo,Alta
Sin respuesta desde hace días sobre el sistema de pagos.,Queja,Media
Incumplimiento grave en el portal estudiantil. Exijo respuesta.,Reclamo,Alta
"Buenas, quisiera saber si es posible conseguir un certificado de el sistema de citas esta semana.",Petición,Baja
"Exijo el cumplimiento de lo acordado en el sistema de pagos. Han transcurrido 6 meses sin respuesta, lo cual constituye un incumplimiento contractual.",Reclamo,Alta
¿Cómo accedo a el proceso de inscripción?,Petición,Baja
Sugiero mejorar la línea de atención telefónica para mayor eficiencia.,Sugerencia,Baja
"Por medio de la presente, solicito comedidamente que se me suministre información detallada sobre los turnos de atención, conforme a los procedimientos establecidos.",Petición,Media
Sugiero mejorar el área de nómina para mayor eficiencia.,Sugerencia,Baja
"Fui a realizar el portal estudiantil y el agente me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
